frame,clip,MSE,PSNR,SSIM
332,PCA_rank10,8.158281,39.01481628417969,0.9829174792652599
332,SVD_rank10,0.0,inf,1.0
332,batch_rank10,99.128075,28.168834686279297,0.900602504802505
333,PCA_rank10,12.134167,37.29070281982422,0.9804486554847615
333,SVD_rank10,0.0,inf,1.0
333,batch_rank10,93.06891,28.44275665283203,0.9008033063892877
334,PCA_rank10,13.363698,36.87153625488281,0.9789083831998768
334,SVD_rank10,0.0,inf,1.0
334,batch_rank10,93.25479,28.434093475341797,0.9038189286071799
335,PCA_rank10,15.8975,36.117515563964844,0.9769689075015738
335,SVD_rank10,0.0,inf,1.0
335,batch_rank10,99.44688,28.154891967773438,0.9047348824455378
336,PCA_rank10,16.229115,36.027854919433594,0.9762569704039668
336,SVD_rank10,0.0,inf,1.0
336,batch_rank10,117.99255,27.41225814819336,0.9022367694705041
337,PCA_rank10,24.891771,34.17024612426758,0.9725033689528958
337,SVD_rank10,0.0,inf,1.0
337,batch_rank10,145.0339,26.516109466552734,0.8928395156809311
338,PCA_rank10,29.861198,33.379730224609375,0.9706441374056282
338,SVD_rank10,0.0,inf,1.0
338,batch_rank10,144.79683,26.523212432861328,0.8925108876932386
339,PCA_rank10,30.631874,33.269065856933594,0.9715556804841217
339,SVD_rank10,0.0,inf,1.0
339,batch_rank10,102.448074,28.02576446533203,0.9136984152167003
340,PCA_rank10,30.96646,33.22188949584961,0.9700351522524661
340,SVD_rank10,0.0,inf,1.0
340,batch_rank10,68.54641,29.77095603942871,0.9286785646723278
341,PCA_rank10,32.440834,33.01988220214844,0.9692575509567108
341,SVD_rank10,0.0,inf,1.0
341,batch_rank10,62.613804,30.164104461669922,0.939950100242722
342,PCA_rank10,44.73198,31.624622344970703,0.9697851490957532
342,SVD_rank10,0.0,inf,1.0
342,batch_rank10,76.72958,29.28117561340332,0.9254886720938603
343,PCA_rank10,48.792915,31.247236251831055,0.9671566253647336
343,SVD_rank10,0.0,inf,1.0
343,batch_rank10,82.47104,28.967788696289062,0.9319407009408035
344,PCA_rank10,41.001144,32.002845764160156,0.9689622831016392
344,SVD_rank10,0.0,inf,1.0
344,batch_rank10,95.94474,28.310592651367188,0.9255939207498448
345,PCA_rank10,22.554844,34.59840393066406,0.978561743950928
345,SVD_rank10,0.0,inf,1.0
345,batch_rank10,109.70141,27.728681564331055,0.9121995744050703
346,PCA_rank10,13.443177,36.84578323364258,0.9828337706398819
346,SVD_rank10,0.0,inf,1.0
346,batch_rank10,96.08292,28.304340362548828,0.915668857102783
347,PCA_rank10,4.848021,41.2751579284668,0.98957202993714
347,SVD_rank10,0.0,inf,1.0
347,batch_rank10,87.22015,28.724634170532227,0.9156258585886556
348,PCA_rank10,3.363125,42.863372802734375,0.9893806835558082
348,SVD_rank10,0.0,inf,1.0
348,batch_rank10,64.58135,30.029733657836914,0.9232957570181431
349,PCA_rank10,3.2459376,43.01740264892578,0.991008325113235
349,SVD_rank10,0.0,inf,1.0
349,batch_rank10,76.5674,29.290363311767578,0.9155643515227583
350,PCA_rank10,4.0647397,42.04047775268555,0.9897742116553793
350,SVD_rank10,0.0,inf,1.0
350,batch_rank10,92.844376,28.4532470703125,0.9080134826295994
351,PCA_rank10,2.8909376,43.520416259765625,0.9907494953022259
351,SVD_rank10,0.0,inf,1.0
351,batch_rank10,95.94401,28.310625076293945,0.9074818847439553
352,PCA_rank10,3.1267188,43.17991638183594,0.9892360465888811
352,SVD_rank10,0.0,inf,1.0
352,batch_rank10,95.95328,28.310205459594727,0.9037575069783839
353,PCA_rank10,3.4510937,42.75123596191406,0.9896795380091422
353,SVD_rank10,0.0,inf,1.0
353,batch_rank10,87.334114,28.718965530395508,0.9103832717687832
354,PCA_rank10,3.8767707,42.24610137939453,0.9896063712940764
354,SVD_rank10,0.0,inf,1.0
354,batch_rank10,85.053696,28.83386993408203,0.9124944404178648
355,PCA_rank10,3.6020312,42.56532669067383,0.989899535361908
355,SVD_rank10,0.0,inf,1.0
355,batch_rank10,99.42901,28.155672073364258,0.9059315133963705
356,PCA_rank10,3.3305728,42.90561294555664,0.9899377227782424
356,SVD_rank10,0.0,inf,1.0
356,batch_rank10,115.921875,27.48914909362793,0.8948246038706639
357,PCA_rank10,4.9028645,41.2263069152832,0.9872348158175498
357,SVD_rank10,0.0,inf,1.0
357,batch_rank10,159.0813,26.114612579345703,0.8728007318391673
358,PCA_rank10,4.1277604,41.973655700683594,0.9896747132715674
358,SVD_rank10,0.0,inf,1.0
358,batch_rank10,198.3224,25.157087326049805,0.8591145614655529
359,PCA_rank10,4.351771,41.744140625,0.988678517421506
359,SVD_rank10,0.0,inf,1.0
359,batch_rank10,229.89813,24.51544952392578,0.8432647214959881
360,PCA_rank10,3.4409375,42.764034271240234,0.9906279984083042
360,SVD_rank10,0.0,inf,1.0
360,batch_rank10,235.9238,24.403085708618164,0.8404989501288199
361,PCA_rank10,3.0168228,43.335304260253906,0.9907864344184599
361,SVD_rank10,0.0,inf,1.0
361,batch_rank10,223.88583,24.630537033081055,0.848979460943376
362,PCA_rank10,4.947031,41.18735885620117,0.9882003483360042
362,SVD_rank10,0.0,inf,1.0
362,batch_rank10,152.67593,26.29309844970703,0.8809245510914945
363,PCA_rank10,7.579219,39.33456039428711,0.9864187851309327
363,SVD_rank10,0.0,inf,1.0
363,batch_rank10,151.64734,26.32245635986328,0.8805573204039779
364,PCA_rank10,16.069063,36.07089614868164,0.9766542416268575
364,SVD_rank10,0.0,inf,1.0
364,batch_rank10,157.50505,26.15785789489746,0.8800552585872163
365,PCA_rank10,27.892395,33.67594528198242,0.9677003552066108
365,SVD_rank10,0.0,inf,1.0
365,batch_rank10,192.4537,25.287540435791016,0.8712427490607247
366,PCA_rank10,34.335155,32.773414611816406,0.961697012663235
366,SVD_rank10,0.0,inf,1.0
366,batch_rank10,206.17932,24.988353729248047,0.8668368989760067
367,PCA_rank10,41.186615,31.98324203491211,0.9565229421736632
367,SVD_rank10,0.0,inf,1.0
367,batch_rank10,233.91182,24.44028091430664,0.8621710697099787
368,PCA_rank10,41.555885,31.944477081298828,0.9564155837943172
368,SVD_rank10,0.0,inf,1.0
368,batch_rank10,263.0205,23.930908203125,0.856187442918503
369,PCA_rank10,44.570988,31.640281677246094,0.9537355685180428
369,SVD_rank10,0.0,inf,1.0
369,batch_rank10,313.03885,23.174819946289062,0.8389770925483108
370,PCA_rank10,27.249687,33.777191162109375,0.9664808402132065
370,SVD_rank10,0.0,inf,1.0
370,batch_rank10,317.4969,23.113407135009766,0.8264933372238698
371,PCA_rank10,34.296406,32.778316497802734,0.9629185746971327
371,SVD_rank10,0.0,inf,1.0
371,batch_rank10,341.52905,22.796525955200195,0.8117962365858798
372,PCA_rank10,34.34771,32.771827697753906,0.9609813962058077
372,SVD_rank10,0.0,inf,1.0
372,batch_rank10,426.73734,21.82919692993164,0.7909799958773809
373,PCA_rank10,34.233334,32.786312103271484,0.9618066966591527
373,SVD_rank10,0.0,inf,1.0
373,batch_rank10,499.94135,21.141613006591797,0.7667152488373836
374,PCA_rank10,13.448489,36.84406661987305,0.9760814994151743
374,SVD_rank10,0.0,inf,1.0
374,batch_rank10,517.2237,20.9940185546875,0.7544774782840514
375,PCA_rank10,20.919323,34.92532730102539,0.9707122577176798
375,SVD_rank10,0.0,inf,1.0
375,batch_rank10,480.50006,21.31386947631836,0.754677634363676
376,PCA_rank10,27.575312,33.72560119628906,0.9671410454764753
376,SVD_rank10,0.0,inf,1.0
376,batch_rank10,470.45093,21.40566062927246,0.7550336777992421
377,PCA_rank10,46.92099,31.417131423950195,0.952676550229538
377,SVD_rank10,0.0,inf,1.0
377,batch_rank10,434.28537,21.7530517578125,0.741991039633594
378,PCA_rank10,53.827293,30.820777893066406,0.9451969893722856
378,SVD_rank10,0.0,inf,1.0
378,batch_rank10,405.7427,22.048297882080078,0.7286504332293953
379,PCA_rank10,79.61521,29.1208438873291,0.922173232351199
379,SVD_rank10,0.0,inf,1.0
379,batch_rank10,503.29593,21.112571716308594,0.7100951995205804
380,PCA_rank10,37.085415,32.43877029418945,0.9551325965231917
380,SVD_rank10,0.0,inf,1.0
380,batch_rank10,623.3024,20.183815002441406,0.6862996918794834
381,PCA_rank10,14.845677,36.41480255126953,0.9804877496540452
381,SVD_rank10,0.0,inf,1.0
381,batch_rank10,640.5715,20.065126419067383,0.6667187187291683
382,PCA_rank10,20.335417,35.04827117919922,0.9752577274209172
382,SVD_rank10,0.0,inf,1.0
382,batch_rank10,553.20953,20.701906204223633,0.6746811183447221
383,PCA_rank10,34.050365,32.80958557128906,0.9605154911761375
383,SVD_rank10,0.0,inf,1.0
383,batch_rank10,520.8181,20.963943481445312,0.6988718405837541
384,PCA_rank10,30.801458,33.24509048461914,0.9691170370329216
384,SVD_rank10,0.0,inf,1.0
384,batch_rank10,444.32962,21.653749465942383,0.7250140394295097
385,PCA_rank10,41.036877,31.999061584472656,0.9600477586757806
385,SVD_rank10,0.0,inf,1.0
385,batch_rank10,273.8515,23.755653381347656,0.789000327468664
386,PCA_rank10,56.29474,30.62612533569336,0.9451315156028087
386,SVD_rank10,0.0,inf,1.0
386,batch_rank10,251.23703,24.129966735839844,0.8022906333831019
387,PCA_rank10,56.66047,30.59800148010254,0.9439538932524555
387,SVD_rank10,0.0,inf,1.0
387,batch_rank10,233.54662,24.447067260742188,0.8150304493052207
388,PCA_rank10,38.89021,32.23240280151367,0.9564697212772492
388,SVD_rank10,0.0,inf,1.0
388,batch_rank10,254.90968,24.066940307617188,0.8050664231969035
389,PCA_rank10,25.61927,34.045135498046875,0.9709283026868589
389,SVD_rank10,0.0,inf,1.0
389,batch_rank10,265.72906,23.88641357421875,0.8036153608419253
390,PCA_rank10,20.834688,34.942935943603516,0.9758562538547224
390,SVD_rank10,0.0,inf,1.0
390,batch_rank10,257.5089,24.02288246154785,0.8052856287362389
391,PCA_rank10,18.279375,35.511192321777344,0.9799502795459346
391,SVD_rank10,0.0,inf,1.0
391,batch_rank10,196.9402,25.187458038330078,0.8212945408151757
392,PCA_rank10,20.970833,34.91464614868164,0.9794394435781473
392,SVD_rank10,0.0,inf,1.0
392,batch_rank10,86.93344,28.738935470581055,0.893491108034228
393,PCA_rank10,31.375105,33.16495132446289,0.9686949910658493
393,SVD_rank10,0.0,inf,1.0
393,batch_rank10,121.11912,27.298677444458008,0.877275243698803
394,PCA_rank10,23.7275,34.3782844543457,0.9702734142034293
394,SVD_rank10,0.0,inf,1.0
394,batch_rank10,190.61438,25.329246520996094,0.840577286594032
395,PCA_rank10,30.086615,33.347068786621094,0.9599211577451529
395,SVD_rank10,0.0,inf,1.0
395,batch_rank10,140.0311,26.66855812072754,0.86456367509733
396,PCA_rank10,17.810625,35.6240119934082,0.9756706885297853
396,SVD_rank10,0.0,inf,1.0
396,batch_rank10,147.45901,26.444089889526367,0.8455985392649543
397,PCA_rank10,15.476459,36.23408889770508,0.9774208506151222
397,SVD_rank10,0.0,inf,1.0
397,batch_rank10,128.24281,27.050474166870117,0.8664666238221975
398,PCA_rank10,6.9467187,39.71300506591797,0.98738561522029
398,SVD_rank10,0.0,inf,1.0
398,batch_rank10,152.9899,26.284177780151367,0.8476642792109104
399,PCA_rank10,6.8334374,39.7844123840332,0.9857861791212791
399,SVD_rank10,0.0,inf,1.0
399,batch_rank10,108.95724,27.758243560791016,0.8770327910269313
400,PCA_rank10,8.085364,39.05380630493164,0.9816626553685909
400,SVD_rank10,0.0,inf,1.0
400,batch_rank10,192.72276,25.281475067138672,0.8182944893152493
401,PCA_rank10,13.858021,36.71379089355469,0.9765711429066586
401,SVD_rank10,0.0,inf,1.0
401,batch_rank10,199.29584,25.135822296142578,0.8068262760258528
402,PCA_rank10,20.162188,35.085426330566406,0.9696954826972829
402,SVD_rank10,0.0,inf,1.0
402,batch_rank10,186.68187,25.419780731201172,0.8083203406530844
403,PCA_rank10,25.179949,34.12025451660156,0.9631598573254742
403,SVD_rank10,0.0,inf,1.0
403,batch_rank10,142.54135,26.591394424438477,0.8401625513743801
404,PCA_rank10,25.59052,34.050010681152344,0.9661281944554136
404,SVD_rank10,0.0,inf,1.0
404,batch_rank10,124.52323,27.178298950195312,0.8586372859949971
405,PCA_rank10,6.800625,39.80531311035156,0.986648686406819
405,SVD_rank10,0.0,inf,1.0
405,batch_rank10,119.76625,27.34745979309082,0.8620034394506391
406,PCA_rank10,11.173125,37.64905548095703,0.9833380063311727
406,SVD_rank10,0.0,inf,1.0
406,batch_rank10,195.39052,25.221769332885742,0.8102186903469633
407,PCA_rank10,16.97677,35.832252502441406,0.9770853753284883
407,SVD_rank10,0.0,inf,1.0
407,batch_rank10,203.69646,25.040969848632812,0.8012547670807229
408,PCA_rank10,10.200156,38.044734954833984,0.9812076557048554
408,SVD_rank10,0.0,inf,1.0
408,batch_rank10,171.30171,25.793188095092773,0.8384862566302288
409,PCA_rank10,11.78026,37.419254302978516,0.9802830055291523
409,SVD_rank10,0.0,inf,1.0
409,batch_rank10,214.63474,24.81380271911621,0.8126359548344159
410,PCA_rank10,12.717292,37.086856842041016,0.9816576915823436
410,SVD_rank10,0.0,inf,1.0
410,batch_rank10,315.5504,23.14011573791504,0.7595230413055112
411,PCA_rank10,15.21875,36.30701446533203,0.9801400647132357
411,SVD_rank10,0.0,inf,1.0
411,batch_rank10,298.18204,23.385990142822266,0.7594217348187966
412,PCA_rank10,27.485834,33.739715576171875,0.9637033929643106
412,SVD_rank10,0.0,inf,1.0
412,batch_rank10,192.27391,25.29159927368164,0.812769806785216
413,PCA_rank10,25.416666,34.079620361328125,0.9660961586315397
413,SVD_rank10,0.0,inf,1.0
413,batch_rank10,131.56192,26.939502716064453,0.8728503549096971
414,PCA_rank10,16.75375,35.88968276977539,0.9755340845416812
414,SVD_rank10,0.0,inf,1.0
414,batch_rank10,108.88604,27.76108169555664,0.883053090919249
415,PCA_rank10,5.704479,40.568641662597656,0.987440273171454
415,SVD_rank10,0.0,inf,1.0
415,batch_rank10,106.70896,27.84879493713379,0.8821738266701127
416,PCA_rank10,3.358646,42.869163513183594,0.9910068436240806
416,SVD_rank10,0.0,inf,1.0
416,batch_rank10,109.69245,27.729036331176758,0.8726776527436613
417,PCA_rank10,4.980781,41.15782928466797,0.9892890520132079
417,SVD_rank10,0.0,inf,1.0
417,batch_rank10,112.782555,27.60838508605957,0.8664125699265245
418,PCA_rank10,5.418906,40.79168701171875,0.9859681025330804
418,SVD_rank10,0.0,inf,1.0
418,batch_rank10,118.12271,27.407470703125,0.8634565626471614
419,PCA_rank10,12.445833,37.180564880371094,0.9784006434881974
419,SVD_rank10,0.0,inf,1.0
419,batch_rank10,126.80203,27.09954261779785,0.863715391294545
420,PCA_rank10,20.979584,34.91283416748047,0.9712844826462516
420,SVD_rank10,0.0,inf,1.0
420,batch_rank10,116.613075,27.46333122253418,0.8717018206486897
421,PCA_rank10,30.63349,33.268836975097656,0.9594764379828313
421,SVD_rank10,0.0,inf,1.0
421,batch_rank10,135.38223,26.815187454223633,0.8476245586311574
422,PCA_rank10,38.83599,32.238460540771484,0.9510593891869156
422,SVD_rank10,0.0,inf,1.0
422,batch_rank10,129.54578,27.00657081604004,0.8445935600104995
423,PCA_rank10,45.959373,31.507062911987305,0.9427097739403288
423,SVD_rank10,0.0,inf,1.0
423,batch_rank10,141.99115,26.608190536499023,0.8440346784540291
424,PCA_rank10,46.891407,31.419870376586914,0.9445609311229981
424,SVD_rank10,0.0,inf,1.0
424,batch_rank10,142.76552,26.584569931030273,0.8523320403659586
425,PCA_rank10,59.685417,30.372121810913086,0.9355184485896737
425,SVD_rank10,0.0,inf,1.0
425,batch_rank10,170.46875,25.81435775756836,0.8404085349483237
426,PCA_rank10,46.504948,31.455812454223633,0.9461733444596543
426,SVD_rank10,0.0,inf,1.0
426,batch_rank10,300.13495,23.357637405395508,0.7587051927894087
427,PCA_rank10,24.442135,34.249412536621094,0.9651557229059542
427,SVD_rank10,0.0,inf,1.0
427,batch_rank10,305.7791,23.27672576904297,0.7538067328108873
428,PCA_rank10,7.870573,39.170738220214844,0.983852677306979
428,SVD_rank10,0.0,inf,1.0
428,batch_rank10,373.96146,22.40253448486328,0.7374116033737174
429,PCA_rank10,10.850208,37.77642059326172,0.9793166062814462
429,SVD_rank10,0.0,inf,1.0
429,batch_rank10,333.7913,22.896053314208984,0.7637608906603435
430,PCA_rank10,18.71646,35.408565521240234,0.9733919742909208
430,SVD_rank10,0.0,inf,1.0
430,batch_rank10,334.7153,22.88404655456543,0.7602289897219265
431,PCA_rank10,19.553228,35.2186164855957,0.9730046418622024
431,SVD_rank10,0.0,inf,1.0
431,batch_rank10,342.50604,22.784120559692383,0.7456075941884043
432,PCA_rank10,23.257397,34.46519470214844,0.9698135139042181
432,SVD_rank10,0.0,inf,1.0
432,batch_rank10,347.72464,22.718448638916016,0.7395273214239744
433,PCA_rank10,26.725677,33.861515045166016,0.9662042092755679
433,SVD_rank10,0.0,inf,1.0
433,batch_rank10,313.79532,23.164339065551758,0.7521938245912889
434,PCA_rank10,17.097136,35.801570892333984,0.974404141243301
434,SVD_rank10,0.0,inf,1.0
434,batch_rank10,253.20245,24.09612464904785,0.7768477963435545
435,PCA_rank10,3.793229,42.34071350097656,0.9887190258910823
435,SVD_rank10,0.0,inf,1.0
435,batch_rank10,277.71796,23.69476318359375,0.7437455795936514
436,PCA_rank10,5.7891145,40.50468444824219,0.9859804508609257
436,SVD_rank10,0.0,inf,1.0
436,batch_rank10,376.07605,22.3780460357666,0.7124679841480173
437,PCA_rank10,15.456823,36.239601135253906,0.9743546497495607
437,SVD_rank10,0.0,inf,1.0
437,batch_rank10,429.73166,21.798830032348633,0.7053539158118397
438,PCA_rank10,17.086615,35.80424499511719,0.9733950867080977
438,SVD_rank10,0.0,inf,1.0
438,batch_rank10,477.6684,21.33953857421875,0.675323993988622
439,PCA_rank10,20.9525,34.9184455871582,0.9695322597326881
439,SVD_rank10,0.0,inf,1.0
439,batch_rank10,527.60876,20.907684326171875,0.6477050367776886
440,PCA_rank10,22.647812,34.58053970336914,0.9701764612062782
440,SVD_rank10,0.0,inf,1.0
440,batch_rank10,522.52014,20.94977378845215,0.6447911252756946
441,PCA_rank10,10.513125,37.913482666015625,0.981760475119815
441,SVD_rank10,0.0,inf,1.0
441,batch_rank10,570.50586,20.568201065063477,0.6202462189106448
442,PCA_rank10,8.699375,38.735923767089844,0.9823046692618684
442,SVD_rank10,0.0,inf,1.0
442,batch_rank10,484.1274,21.281206130981445,0.6398408092304053
443,PCA_rank10,11.963802,37.35211181640625,0.9837464158533009
443,SVD_rank10,0.0,inf,1.0
443,batch_rank10,555.0972,20.68711280822754,0.6270064549434964
444,PCA_rank10,13.75875,36.74501419067383,0.9804039898224156
444,SVD_rank10,0.0,inf,1.0
444,batch_rank10,611.9988,20.26329803466797,0.616328224821479
445,PCA_rank10,8.234531,38.97441482543945,0.9835220978492009
445,SVD_rank10,0.0,inf,1.0
445,batch_rank10,543.8127,20.776309967041016,0.6396683633203792
446,PCA_rank10,7.020625,39.66704559326172,0.984243749762773
446,SVD_rank10,0.0,inf,1.0
446,batch_rank10,514.6271,21.01587677001953,0.6531196758317129
447,PCA_rank10,7.1309896,39.599308013916016,0.9835757029233533
447,SVD_rank10,0.0,inf,1.0
447,batch_rank10,427.06146,21.82590103149414,0.6770127980968265
448,PCA_rank10,7.15125,39.58698654174805,0.9838235091370369
448,SVD_rank10,0.0,inf,1.0
448,batch_rank10,425.71918,21.839570999145508,0.6869727897347265
449,PCA_rank10,12.38401,37.20219039916992,0.9788958817019681
449,SVD_rank10,0.0,inf,1.0
449,batch_rank10,608.05896,20.29134750366211,0.6280772924434046
450,PCA_rank10,41.88469,31.910249710083008,0.9501742276279227
450,SVD_rank10,0.0,inf,1.0
450,batch_rank10,658.6466,19.944278717041016,0.6129883399717174
451,PCA_rank10,51.21849,31.036537170410156,0.9443942965090101
451,SVD_rank10,0.0,inf,1.0
451,batch_rank10,441.85806,21.677974700927734,0.6867580885285912
452,PCA_rank10,103.614426,27.976600646972656,0.8996090607595207
452,SVD_rank10,0.0,inf,1.0
452,batch_rank10,341.87845,22.79208755493164,0.7315880351694287
453,PCA_rank10,88.3237,28.670032501220703,0.908810748161852
453,SVD_rank10,0.0,inf,1.0
453,batch_rank10,312.7318,23.1790828704834,0.7505365129967136
454,PCA_rank10,18.188593,35.532814025878906,0.9701884139793764
454,SVD_rank10,0.0,inf,1.0
454,batch_rank10,262.70688,23.93608856201172,0.7665672021821953
455,PCA_rank10,24.959011,34.158531188964844,0.9631954681760573
455,SVD_rank10,0.0,inf,1.0
455,batch_rank10,332.41647,22.913978576660156,0.7474221047831203
456,PCA_rank10,46.158855,31.48825454711914,0.9411589340808688
456,SVD_rank10,0.0,inf,1.0
456,batch_rank10,347.43558,22.722061157226562,0.7565623750815677
457,PCA_rank10,41.641926,31.935497283935547,0.9449250149918008
457,SVD_rank10,0.0,inf,1.0
457,batch_rank10,358.8792,22.58131980895996,0.7585120566875964
458,PCA_rank10,28.08323,33.646331787109375,0.9609003546358817
458,SVD_rank10,0.0,inf,1.0
458,batch_rank10,300.2498,23.35597801208496,0.7801277055710891
459,PCA_rank10,24.447136,34.2485237121582,0.9683974998670299
459,SVD_rank10,0.0,inf,1.0
459,batch_rank10,287.3864,23.546140670776367,0.7797415938429686
460,PCA_rank10,30.399948,33.30207443237305,0.966456425313527
460,SVD_rank10,0.0,inf,1.0
460,batch_rank10,284.00354,23.597566604614258,0.7738681623900858
461,PCA_rank10,44.94125,31.604351043701172,0.9522655620832633
461,SVD_rank10,0.0,inf,1.0
461,batch_rank10,207.20068,24.966890335083008,0.8001169160669619
462,PCA_rank10,39.407135,32.17505645751953,0.9548518894557053
462,SVD_rank10,0.0,inf,1.0
462,batch_rank10,153.84166,26.26006317138672,0.8319729104724718
463,PCA_rank10,27.370052,33.7580451965332,0.9666473094897681
463,SVD_rank10,0.0,inf,1.0
463,batch_rank10,120.14385,27.333789825439453,0.8575624334623844
464,PCA_rank10,20.640886,34.9835205078125,0.9735696679211296
464,SVD_rank10,0.0,inf,1.0
464,batch_rank10,136.01094,26.79506492614746,0.8519557093655259
465,PCA_rank10,9.885104,38.180992126464844,0.9824211370218582
465,SVD_rank10,0.0,inf,1.0
465,batch_rank10,146.46703,26.473405838012695,0.8423849151100368
466,PCA_rank10,5.8277082,40.475826263427734,0.9869367625961005
466,SVD_rank10,0.0,inf,1.0
466,batch_rank10,169.8177,25.830974578857422,0.8261248840894235
467,PCA_rank10,6.6389585,39.90980529785156,0.9855641727756767
467,SVD_rank10,0.0,inf,1.0
467,batch_rank10,208.02911,24.949562072753906,0.8001785643663634
468,PCA_rank10,11.9522915,37.356292724609375,0.9795889105397078
468,SVD_rank10,0.0,inf,1.0
468,batch_rank10,238.5688,24.35466766357422,0.780771286563271
469,PCA_rank10,11.22401,37.62932205200195,0.9782604539921982
469,SVD_rank10,0.0,inf,1.0
469,batch_rank10,248.1888,24.1829833984375,0.769040331231209
470,PCA_rank10,19.329584,35.268577575683594,0.9703187732523564
470,SVD_rank10,0.0,inf,1.0
470,batch_rank10,242.27625,24.287696838378906,0.7763100568691532
471,PCA_rank10,13.623802,36.787818908691406,0.9776068638412139
471,SVD_rank10,0.0,inf,1.0
471,batch_rank10,179.98198,25.578514099121094,0.8161041521116807
472,PCA_rank10,9.094895,38.54282760620117,0.9838317638999187
472,SVD_rank10,0.0,inf,1.0
472,batch_rank10,181.83067,25.53413200378418,0.8070693490039025
473,PCA_rank10,18.997969,35.34373474121094,0.9753851975267376
473,SVD_rank10,0.0,inf,1.0
473,batch_rank10,181.93552,25.531627655029297,0.806310844289748
474,PCA_rank10,31.883905,33.095088958740234,0.965426681781793
474,SVD_rank10,0.0,inf,1.0
474,batch_rank10,231.58453,24.483707427978516,0.7797954663351794
475,PCA_rank10,28.517813,33.57963943481445,0.9711072050754973
475,SVD_rank10,0.0,inf,1.0
475,batch_rank10,255.78458,24.052059173583984,0.7630932400450059
476,PCA_rank10,29.086979,33.49381637573242,0.9707620621293802
476,SVD_rank10,0.0,inf,1.0
476,batch_rank10,271.379,23.795042037963867,0.7613601710524934
477,PCA_rank10,25.195312,34.11760711669922,0.9700150775654115
477,SVD_rank10,0.0,inf,1.0
477,batch_rank10,336.3462,22.862937927246094,0.738565513694688
478,PCA_rank10,43.62521,31.733428955078125,0.9516734197342005
478,SVD_rank10,0.0,inf,1.0
478,batch_rank10,354.7561,22.63150405883789,0.729132462094232
479,PCA_rank10,54.546665,30.763120651245117,0.9447199115063607
479,SVD_rank10,0.0,inf,1.0
479,batch_rank10,297.19614,23.400371551513672,0.7615879656487524
480,PCA_rank10,49.528126,31.18228530883789,0.9550301511279697
480,SVD_rank10,0.0,inf,1.0
480,batch_rank10,252.52454,24.107769012451172,0.7764139270916762
481,PCA_rank10,38.97896,32.222503662109375,0.9676333983167866
481,SVD_rank10,0.0,inf,1.0
481,batch_rank10,264.8014,23.901599884033203,0.7627554987171635
482,PCA_rank10,30.525053,33.28424072265625,0.9717850704606695
482,SVD_rank10,0.0,inf,1.0
482,batch_rank10,267.15668,23.863143920898438,0.7527833070380754
483,PCA_rank10,44.78401,31.619571685791016,0.9562674344151124
483,SVD_rank10,0.0,inf,1.0
483,batch_rank10,241.3924,24.30356788635254,0.7633516086370743
484,PCA_rank10,50.531197,31.09520721435547,0.9437732092314652
484,SVD_rank10,0.0,inf,1.0
484,batch_rank10,320.8459,23.067838668823242,0.739123929274626
485,PCA_rank10,45.071823,31.591751098632812,0.9483503200059094
485,SVD_rank10,0.0,inf,1.0
485,batch_rank10,347.9019,22.716236114501953,0.7280546836572984
486,PCA_rank10,22.616198,34.58660888671875,0.966823814429501
486,SVD_rank10,0.0,inf,1.0
486,batch_rank10,365.78738,22.498516082763672,0.711061019035407
487,PCA_rank10,2.6919272,43.830169677734375,0.9916665702490742
487,SVD_rank10,0.0,inf,1.0
487,batch_rank10,374.45786,22.396774291992188,0.7051931560377932
488,PCA_rank10,14.73,36.44877624511719,0.9758250675000196
488,SVD_rank10,0.0,inf,1.0
488,batch_rank10,361.8339,22.545711517333984,0.7146096491251696
489,PCA_rank10,18.618906,35.43125915527344,0.9719415649505759
489,SVD_rank10,0.0,inf,1.0
489,batch_rank10,338.28293,22.838003158569336,0.7432895640158619
490,PCA_rank10,15.321302,36.27784729003906,0.9783650203783222
490,SVD_rank10,0.0,inf,1.0
490,batch_rank10,306.21692,23.270511627197266,0.7676214731038525
491,PCA_rank10,14.999375,36.37007141113281,0.9802466410436257
491,SVD_rank10,0.0,inf,1.0
491,batch_rank10,324.20428,23.022615432739258,0.7623606898440368
492,PCA_rank10,12.472656,37.17121505737305,0.9815856238475241
492,SVD_rank10,0.0,inf,1.0
492,batch_rank10,343.55948,22.770784378051758,0.7539210699638951
493,PCA_rank10,6.170469,40.227622985839844,0.986373607506381
493,SVD_rank10,0.0,inf,1.0
493,batch_rank10,334.4048,22.888078689575195,0.7595021872682353
494,PCA_rank10,12.573958,37.13608169555664,0.9810244609409785
494,SVD_rank10,0.0,inf,1.0
494,batch_rank10,320.5378,23.072011947631836,0.7624035616374961
495,PCA_rank10,12.551094,37.14398956298828,0.9830928363320034
495,SVD_rank10,0.0,inf,1.0
495,batch_rank10,288.28516,23.532581329345703,0.7747099806289319
496,PCA_rank10,12.4392185,37.1828727722168,0.9823841806018709
496,SVD_rank10,0.0,inf,1.0
496,batch_rank10,292.25735,23.473148345947266,0.7659237035703038
497,PCA_rank10,14.453073,36.53120422363281,0.9792348548323931
497,SVD_rank10,0.0,inf,1.0
497,batch_rank10,309.43634,23.22509002685547,0.7442309049867243
498,PCA_rank10,12.531354,37.15082550048828,0.9812019855494374
498,SVD_rank10,0.0,inf,1.0
